iter	Logloss
617	0.2363543882
618	0.2363459126
619	0.236336486
620	0.2363301501
621	0.2363199609
622	0.2363080852
623	0.2362977104
624	0.2362889197
625	0.2362814061
626	0.2362701953
627	0.2362585583
628	0.2362488812
629	0.2362429251
630	0.2362347982
631	0.2362287937
632	0.2362195558
633	0.2362047365
634	0.2361989567
635	0.2361864443
636	0.2361771042
637	0.2361685542
638	0.2361582596
639	0.2361451245
640	0.2361346637
641	0.236124753
642	0.2361176439
643	0.2361105813
644	0.2361023605
645	0.2360937302
646	0.236085282
647	0.236077221
648	0.2360718032
649	0.2360650825
650	0.2360556328
651	0.2360495748
652	0.236045928
653	0.2360300667
654	0.2360201734
655	0.2360090778
656	0.236004781
657	0.2359964394
658	0.2359910081
659	0.235977585
660	0.2359686014
661	0.2359624605
662	0.2359580169
663	0.2359416633
664	0.2359317741
665	0.2359200125
666	0.2359103863
667	0.2359015872
668	0.2358892686
669	0.2358830384
670	0.2358745021
671	0.235856832
672	0.2358477509
673	0.2358377533
674	0.2358347294
675	0.2358289562
676	0.2358156597
677	0.2357990808
678	0.2357899958
679	0.2357811024
680	0.2357741088
681	0.2357460871
682	0.2357383701
683	0.2357291457
684	0.235718521
685	0.2357105752
686	0.2356999042
687	0.2356917273
688	0.2356812414
689	0.2356729297
690	0.2356658599
691	0.2356541015
692	0.235651501
693	0.2356467746
694	0.2356421288
695	0.2356325289
696	0.2356235351
697	0.2356177869
698	0.2356142234
699	0.2356025445
700	0.2355973966
701	0.2355924707
702	0.2355793397
703	0.2355724522
704	0.2355651706
705	0.2355541919
706	0.2355484344
707	0.2355422557
708	0.2355327134
709	0.2355265395
710	0.2355216884
711	0.2355146162
712	0.2355058002
713	0.2354890372
714	0.2354831958
715	0.2354711909
716	0.2354608612
717	0.2354535041
718	0.2354480987
719	0.2354367938
720	0.2354234084
721	0.2354194828
722	0.2354111579
723	0.2354011393
724	0.2353943856
725	0.2353812456
726	0.2353737268
727	0.2353647561
728	0.2353557814
729	0.2353485173
730	0.2353332491
731	0.2353203962
732	0.2353134161
733	0.2353066974
734	0.2352987623
735	0.2352900902
736	0.235279637
737	0.2352718426
738	0.2352620211
739	0.2352311611
740	0.2352254716
741	0.2352186693
742	0.2352132161
743	0.2352019946
744	0.2351974563
745	0.2351881545
746	0.235175044
747	0.2351671204
748	0.2351533056
749	0.2351491565
750	0.2351404658
751	0.2351294867
752	0.2351162587
753	0.2351100383
754	0.2351002973
755	0.2350953061
756	0.2350857415
757	0.2350767309
758	0.2350686576
759	0.2350594122
760	0.2350493569
761	0.2350394975
762	0.2350343901
763	0.2350269371
764	0.2350168366
765	0.2350058229
766	0.2350013285
767	0.2349977635
768	0.2349885518
769	0.234981537
770	0.2349697909
771	0.2349619741
772	0.2349565304
773	0.2349449913
774	0.2349375073
775	0.2349292012
776	0.2349233717
777	0.2349181067
778	0.2349063444
779	0.2348940792
780	0.2348826565
781	0.2348704851
782	0.2348586053
783	0.2348526416
784	0.2348445597
785	0.2348378546
786	0.2348352083
787	0.2348213606
788	0.2348147245
789	0.2348080683
790	0.234803138
791	0.2347956944
792	0.2347894145
793	0.2347851701
794	0.2347773088
795	0.2347713972
796	0.234758228
797	0.2347546148
798	0.2347449554
799	0.2347341263
800	0.2347244756
801	0.2347182481
802	0.2347110704
803	0.2347039112
804	0.2346960816
805	0.234687874
806	0.2346838969
807	0.2346724686
808	0.2346624876
809	0.2346570662
810	0.2346484312
811	0.2346343528
812	0.2346259786
813	0.234616372
814	0.2346020125
815	0.2345927463
816	0.2345868793
817	0.2345810471
818	0.2345730242
819	0.2345625655
820	0.2345498313
821	0.2345436313
822	0.2345348047
823	0.234525175
824	0.2345153908
825	0.2345089757
826	0.2344967179
827	0.2344918027
828	0.2344845054
829	0.2344776608
830	0.2344707033
831	0.2344611811
832	0.2344547345
833	0.2344238219
834	0.234416166
835	0.234410611
836	0.2344013547
837	0.2343936891
838	0.2343832686
839	0.2343775026
840	0.234366519
841	0.2343550652
842	0.2343464954
843	0.2343414727
844	0.2343291084
845	0.2343232711
846	0.2343126141
847	0.2343025415
848	0.2342924958
849	0.2342867162
850	0.2342777155
851	0.2342668887
852	0.2342599761
853	0.2342529105
854	0.2342456325
855	0.2342428409
856	0.2342357482
857	0.2342297581
858	0.2342222751
859	0.234217606
860	0.2342066543
861	0.2341954271
862	0.234189654
863	0.2341793549
864	0.2341693719
865	0.2341613758
866	0.2341529495
867	0.2341450699
868	0.2341390749
869	0.2341267406
870	0.2341148392
871	0.2341075577
872	0.2340946326
873	0.2340839275
874	0.2340759781
875	0.2340717084
876	0.2340635719
877	0.2340530068
878	0.2340441803
879	0.2340391811
880	0.2340272837
881	0.234015601
882	0.234010203
883	0.2340021497
884	0.2339965132
885	0.2339877766
886	0.2339756922
887	0.2339638224
888	0.2339580137
889	0.233949682
890	0.2339405693
891	0.2339360316
892	0.2339251515
893	0.233919114
894	0.2339140611
895	0.2339067848
896	0.2338996506
897	0.2338882711
898	0.2338816565
899	0.2338681776
900	0.2338638252
901	0.2338557334
902	0.2338511657
903	0.2338358309
904	0.2338250702
905	0.2338192864
906	0.2338065626
907	0.233799702
908	0.2337903477
909	0.2337874755
910	0.2337790464
911	0.233772343
912	0.2337563289
913	0.2337447519
914	0.2337356853
915	0.2337301798
916	0.2337228111
917	0.2337161362
918	0.2337100349
919	0.2337026333
920	0.2336955109
921	0.2336860259
922	0.2336758603
923	0.2336726227
924	0.2336656881
925	0.2336598787
926	0.2336530888
927	0.233639864
928	0.2336309038
929	0.2336187891
930	0.2336130991
931	0.233602902
932	0.2335929817
933	0.2335818091
934	0.2335746858
935	0.2335615032
936	0.2335493089
937	0.2335344871
938	0.2335245657
939	0.2335140705
940	0.2335032966
941	0.2334779721
942	0.2334735601
943	0.233467177
944	0.2334611021
945	0.2334533605
946	0.2334446169
947	0.2334369882
948	0.2334256427
949	0.233420408
950	0.2334128434
951	0.2334055887
952	0.233398764
953	0.2333900816
954	0.2333786899
955	0.2333652983
956	0.2333530129
957	0.2333498679
958	0.2333406003
959	0.2333352087
960	0.2333211325
961	0.2333159468
962	0.2333117869
963	0.2332987921
964	0.233295389
965	0.2332836136
966	0.233278977
967	0.2332753636
968	0.233264063
969	0.233254237
970	0.2332479309
971	0.2332275073
972	0.2332154461
973	0.2332062791
974	0.233195674
975	0.2331888394
976	0.233171262
977	0.2331573859
978	0.2331484334
979	0.2331349232
980	0.2331254221
981	0.2331184916
982	0.2331077252
983	0.2330981061
984	0.2330853502
985	0.2330741568
986	0.2330654157
987	0.233054472
988	0.2330499195
989	0.2330364114
990	0.233028964
991	0.2330232285
992	0.2330166063
993	0.233009751
994	0.2329933247
995	0.2329573715
996	0.2329512824
997	0.2329344066
998	0.2329247691
999	0.2329213808
